PBANKA_1453700,PBANKA_1453700,"AP2 domain transcription factor, putative ",AP2,PbANKA_14_v3:2065254-2069711(+) , 0.95 ,1,-1.05,1433.086214,-0.067999839,0.197310268,-0.344634063,0.730369494,0.9404,1,-1.05," 1,671.4 "," 1,270.9 "," 1,580.1 "," 1,222.0 "," 1,408.3 "," 1,242.2 "," 1,056.5 "," 1,559.5 "," 1,232.3 "," 1,389.9 "," 2,046.1 "," 1,517.8 ",,,,,,,,,
PBANKA_1319700,PBANKA_1319700,"AP2 domain transcription factor, putative ",AP2,PbANKA_13_v3:816817-819187(+) , 1.09 ,1,1.09,36.8975587,0.126111711,0.376824554,0.334669568,0.73787436,0.9409,1,1.09, 45.9 , 25.9 , 60.0 , 37.8 , 50.2 , 11.2 , 39.3 , 28.4 , 50.4 , 29.1 , 28.6 , 35.8 ,,,,,,,,,
PBANKA_1121800,PBANKA_1121800,AP2 domain transcription factor AP2-SP3 ,AP2,PbANKA_11_v3:804384-810671(-) , 1.18 ,1,1.18,8.416834529,0.232113997,0.748313564,0.310182801,0.756421949,0.9465,1,1.17, 6.8 , 0.6 , 15.9 , 24.2 , 4.9 , 2.2 , 3.6 , 2.7 , 8.5 , 7.9 , 18.1 , 5.6 ,,,,,,,,,
PBANKA_0909600,PBANKA_0909600,"AP2 domain transcription factor, putative ",AP2,PbANKA_09_v3:340404-347484(+) , 1.05 ,1,1.05,189.4986212,0.074230151,0.256382798,0.289528593,0.772176902,0.9507,1,1.05, 169.0 , 145.7 , 263.8 , 133.4 , 243.1 , 211.3 , 173.4 , 136.6 , 240.5 , 161.2 , 246.9 , 149.0 ,,,,,,,,,
PBANKA_1034300,PBANKA_1034300,AP2 domain transcription factor AP2-G2 ,AP2,PbANKA_10_v3:1398556-1402695(+) , 1.04 ,1,1.04,84.66840635,0.064228007,0.230539379,0.278598854,0.780552693,0.9541,1,1.05, 67.4 , 70.3 , 108.7 , 78.8 , 97.2 , 96.7 , 101.9 , 63.6 , 96.0 , 66.1 , 84.3 , 85.1 ,,,,,,,,,
PBANKA_0905900,PBANKA_0905900,AP2 domain transcription factor AP2-O ,AP2,PbANKA_09_v3:196868-201157(+) , 0.95 ,1,-1.05,97.90357785,-0.077088687,0.32945438,-0.233988957,0.814993552,0.9664,1,-1.05, 94.8 , 99.6 , 110.6 , 101.9 , 93.2 , 71.9 , 26.8 , 87.9 , 90.5 , 101.7 , 158.1 , 137.8 ,,,,,,,,,
PBANKA_1437500,PBANKA_1437500,AP2 domain transcription factor AP2-G ,AP2,PbANKA_14_v3:1416412-1423431(+) , 0.96 ,1,-1.05,47.80886625,-0.051431446,0.354696273,-0.145001371,0.8847,0.9780,1,-1.04, 50.8 , 47.2 , 31.4 , 57.8 , 43.8 , 49.5 , 93.0 , 50.0 , 35.8 , 55.5 , 42.2 , 16.8 ,,,,,,,,,
PBANKA_0932300,PBANKA_0932300,"AP2 domain transcription factor, putative ",AP2,PbANKA_09_v3:1176835-1178116(-) , 1.02 ,1,1.02,1274.455515,0.023536788,0.259494766,0.090702361,0.9277,0.9851,1,1.02," 1,690.0 "," 1,094.6 ", 958.7 ," 1,218.9 "," 1,338.6 "," 1,406.4 "," 2,007.5 "," 1,625.8 ", 805.9 ," 1,193.1 ", 986.2 , 967.8 ,,,,,,,,,
PBANKA_0835200,PBANKA_0835200,"AP2 domain transcription factor, putative ",AP2,PbANKA_08_v3:1303788-1304423(+) , 1.01 ,1,1.01,8468.301214,0.011118412,0.30716265,0.036197149,0.9711,0.9895,1,1.01," 13,300.0 "," 6,188.4 "," 4,290.0 "," 10,288.0 "," 8,248.8 "," 8,690.1 "," 9,897.9 "," 10,420.2 "," 4,391.1 "," 11,797.2 "," 7,275.0 "," 6,832.9 ",,,,,,,,,
PBANKA_1300200,PBANKA_1300200,PIR protein ,,PbANKA_13_v3:39709-40845(-) , 0.00 ,16774,-16774.33,655.0648618,-12.64752987,0.919103606,-13.76072271,0.0000,0.0000,6416,-6416.32, -   , -   , 0.5 , -   , -   , -   ," 2,384.6 "," 1,195.7 ", 454.3 ," 1,252.5 "," 1,611.0 ", 962.2 ,,,,,,,,,
PBANKA_1246600,PBANKA_1246600,cleft-like protein 1 ,,PbANKA_12_v3:1782188-1783118(+) , 0.06 ,16,-15.77,755.4940075,-3.983715295,0.294794199,-13.51354711,0.0000,0.0000,16,-15.82, 131.9 , 72.6 , 69.8 , 84.1 , 75.4 , 106.8 ," 2,674.2 "," 1,541.9 "," 1,098.7 "," 1,041.1 "," 1,136.7 "," 1,032.8 ",,,,,,,,,
PBANKA_1200091,PBANKA_1200091,fam-a protein ,,PbANKA_12_v3:29088-31118(+) , 6.57 ,7,6.57,892.3189148,2.712875765,0.218895384,12.39348095,0.0000,0.0000,7,6.56," 1,208.4 "," 2,145.5 "," 1,200.1 "," 1,394.4 "," 1,409.9 "," 1,934.7 ", 184.1 , 228.6 , 240.5 , 270.9 , 201.7 , 289.0 ,,,,,,,,,
PBANKA_0700041,PBANKA_0700041,PIR protein ,,PbANKA_07_v3:8395-9597(-) , 0.04 ,24,-24.45,100.8080917,-4.632236489,0.39467805,-11.73674718,0.0000,0.0000,25,-24.80, 13.7 , 7.5 , 7.0 , 6.3 , 4.1 , 9.0 , 114.4 , 215.1 , 167.6 , 285.4 , 87.3 , 292.4 ,,,,,,,,,
PBANKA_1100441,PBANKA_1100441,fam-b protein ,,PbANKA_11_v3:33952-34869(-) , 7.66 ,8,7.66,106.6734584,2.928430305,0.273287892,10.71555085,0.0000,0.0000,8,7.61, 165.1 , 237.2 , 167.3 , 220.7 , 167.7 , 174.3 , 21.5 , 23.0 , 20.6 , 25.1 , 15.1 , 42.6 ,,,,,,,,,
PBANKA_0722600,PBANKA_0722600,fam-b protein ,,PbANKA_07_v3:823713-824652(+) , 0.08 ,12,-11.80,3868.325234,-3.561216334,0.335839225,-10.60393208,0.0000,0.0000,12,-11.80, 953.4 , 388.1 , 347.7 , 932.0 , 370.3 , 636.3 ," 6,562.2 "," 9,516.7 "," 3,347.0 "," 7,875.8 "," 9,152.5 "," 6,337.8 ",,,,,,,,,
PBANKA_0836800,PBANKA_0836800,erythrocyte membrane associated protein 1 ,,PbANKA_08_v3:1349533-1351266(-) , 0.14 ,7,-7.37,11880.56035,-2.881140563,0.272715145,-10.56465185,0.0000,0.0000,7,-7.37," 2,331.8 "," 3,411.2 "," 1,880.9 "," 3,135.5 "," 2,458.4 "," 3,822.3 "," 13,013.6 "," 17,720.0 "," 16,844.0 "," 28,307.1 "," 17,463.3 "," 32,178.5 ",,,,,,,,,
PBANKA_1400400,PBANKA_1400400,fam-b protein ,,PbANKA_14_v3:69010-69963(-) , 0.18 ,5,-5.47,1739.300618,-2.452028606,0.236747398,-10.35715123,0.0000,0.0000,5,-5.47, 680.9 , 438.2 , 415.6 , 603.1 , 405.1 , 684.6 ," 2,214.8 "," 3,703.3 "," 1,958.7 "," 3,239.6 "," 3,265.6 "," 3,261.9 ",,,,,,,,,
PBANKA_1146400,PBANKA_1146400,"PIR protein, pseudogene ",,PbANKA_11_v3:1738510-1739653(+) , 0.06 ,17,-17.06,80.30254266,-4.129597206,0.402852047,-10.25090287,0.0000,0.0000,18,-17.50, 4.9 , 8.1 , 4.7 , 9.5 , 10.5 , 15.7 , 101.9 , 152.8 , 74.7 , 231.2 , 109.9 , 239.7 ,,,,,,,,,
PBANKA_0215800,PBANKA_0215800,fam-b protein ,,PbANKA_02_v3:578486-579402(+) , 0.19 ,5,-5.13,181.1197131,-2.355821541,0.236193838,-9.974102472,0.0000,0.0000,5,-5.12, 47.9 , 96.7 , 40.8 , 62.0 , 51.0 , 56.2 , 264.6 , 304.3 , 309.1 , 336.9 , 293.6 , 310.3 ,,,,,,,,,
PBANKA_0200600,PBANKA_0200600,fam-a protein ,,PbANKA_02_v3:9308-10851(+) , 0.28 ,4,-3.59,794.141197,-1.843018921,0.19645792,-9.381240111,0.0000,0.0000,4,-3.59, 416.1 , 260.3 , 331.3 , 358.3 , 323.3 , 389.0 ," 1,539.1 "," 1,412.1 ", 891.0 ," 1,187.8 "," 1,079.5 "," 1,341.9 ",,,,,,,,,
PBANKA_0000600,PBANKA_0000600,PIR protein ,,PbANKA_00_v3_archived_contig_1:11314-12359(+) , 0.12 ,8,-8.36,232.3968341,-3.071089153,0.336607361,-9.123654168,0.0000,0.0000,8,-8.40, 68.4 , 50.7 , 32.3 , 74.6 , 23.5 , 48.3 , 364.7 , 438.2 , 199.2 , 652.7 , 483.3 , 352.8 ,,,,,,,,,
PBANKA_1365680,PBANKA_1365680,fam-c protein ,,PbANKA_13_v3:2503685-2504087(+) , 0.16 ,6,-6.42,4123.34418,-2.682162257,0.348190665,-7.70314234,0.0000,0.0000,6,-6.42," 1,813.1 ", 714.6 , 610.6 ," 1,781.0 ", 683.9 ," 1,069.1 "," 4,730.0 "," 8,706.5 "," 3,534.7 "," 8,669.8 "," 9,111.8 "," 8,055.0 ",,,,,,,,,
PBANKA_1300096,PBANKA_1300096,fam-b protein ,,PbANKA_13_v3:32629-33559(-) , 0.25 ,4,-3.95,65.42654558,-1.978837427,0.269101046,-7.353510734,0.0000,0.0000,4,-3.94, 22.5 , 39.2 , 21.1 , 32.6 , 16.2 , 27.0 , 128.7 , 90.6 , 95.4 , 121.6 , 91.8 , 98.6 ,,,,,,,,,
PBANKA_1146600,PBANKA_1146600,fam-b protein ,,PbANKA_11_v3:1741855-1742772(+) , 0.14 ,7,-7.01,41.60519494,-2.813266908,0.385886137,-7.290406769,0.0000,0.0000,7,-7.03, 2.9 , 10.9 , 7.5 , 5.3 , 21.1 , 14.6 , 59.0 , 87.9 , 80.8 , 56.8 , 61.7 , 90.7 ,,,,,,,,,
PBANKA_0317121,PBANKA_0317121,"fam-a protein, pseudogene ",,PbANKA_03_v3:645384-646995(-) , 0.27 ,4,-3.72,2143.908903,-1.894853707,0.282291016,-6.712412359,0.0000,0.0000,4,-3.72," 1,199.6 ", 792.3 , 496.2 , 972.0 , 863.8 ," 1,129.8 "," 2,992.4 "," 2,622.6 "," 1,797.1 "," 4,053.5 "," 4,400.8 "," 4,406.7 ",,,,,,,,,
PBANKA_0944041,PBANKA_0944041,"reticulocyte binding protein, putative ",,PbANKA_09_v3:1607041-1615489(-) , 0.07 ,15,-15.09,15.6909654,-3.953254335,0.614954052,-6.428536121,0.0000,0.0000,15,-15.49, 4.9 , 1.2 , 1.9 , 1.1 , 1.6 , 1.1 , 3.6 , 27.1 , 34.0 , 37.0 , 34.6 , 40.3 ,,,,,,,,,
PBANKA_0943900,PBANKA_0943900,PIR protein ,,PbANKA_09_v3:1593446-1595522(+) , 0.08 ,13,-12.58,91.16591499,-3.640904254,0.625961158,-5.816501884,0.0000,0.0000,12,-12.47, 9.8 , 9.2 , 26.7 , 2.1 , 17.0 , 15.7 , 318.2 , 147.4 , 389.3 , 39.6 , 18.1 , 100.8 ,,,,,,,,,
PBANKA_0317001,PBANKA_0317001,PIR protein ,,PbANKA_03_v3:626054-627158(+) , 0.28 ,4,-3.52,711.7630451,-1.817845942,0.340624789,-5.336798739,0.0000,0.0000,4,-3.53, 352.6 , 213.1 , 144.3 , 503.3 , 253.6 , 422.7 , 834.8 , 773.7 , 671.1 ," 1,778.4 "," 1,121.7 "," 1,471.9 ",,,,,,,,,
PBANKA_0400200,PBANKA_0400200,"PIR protein, pseudogene ",,PbANKA_04_v3:5285-6319(-) , 0.27 ,4,-3.70,54.1523836,-1.892419294,0.365434999,-5.178538721,0.0000,0.0001,4,-3.71, 21.5 , 23.0 , 13.6 , 28.4 , 17.0 , 34.9 , 150.2 , 92.0 , 34.0 , 75.3 , 73.8 , 86.3 ,,,,,,,,,
PBANKA_1465100,PBANKA_1465100,"Plasmodium exported protein, unknown function ",,PbANKA_14_v3:2465019-2465989(-) , 0.31 ,3,-3.21,187.4857512,-1.683769577,0.327323611,-5.144051702,0.0000,0.0001,3,-3.21, 69.4 , 76.0 , 55.8 , 78.8 , 90.8 , 164.1 , 459.4 , 205.6 , 150.0 , 257.6 , 343.3 , 299.1 ,,,,,,,,,
PBANKA_0200500,PBANKA_0200500,"PIR protein, pseudogene ",,PbANKA_02_v3:4858-5950(-) , 0.34 ,3,-2.92,97.86069048,-1.550724146,0.309778654,-5.005910276,0.0000,0.0001,3,-2.93, 55.7 , 63.9 , 26.2 , 42.0 , 42.1 , 69.7 , 94.7 , 142.0 , 89.9 , 206.1 , 167.1 , 174.7 ,,,,,,,,,
PBANKA_1300081,PBANKA_1300081,"PIR protein, pseudogene ",,PbANKA_13_v3:24930-26069(-) , 0.30 ,3,-3.34,125.3007928,-1.746888467,0.356922317,-4.89431001,0.0000,0.0002,3,-3.36, 64.5 , 58.7 , 34.2 , 63.0 , 55.1 , 70.8 , 114.4 , 121.7 , 113.0 , 207.4 , 176.2 , 424.5 ,,,,,,,,,
PBANKA_0722700,PBANKA_0722700,"PIR protein, pseudogene ",,PbANKA_07_v3:827463-828656(+) , 0.13 ,8,-7.90,16.05321555,-3.080923727,0.633608859,-4.862501028,0.0000,0.0002,8,-8.46, 2.9 , 2.9 , 0.5 , 5.3 , -   , 10.1 , 19.7 , 27.1 , 10.9 , 38.3 , 43.7 , 31.4 ,,,,,,,,,
PBANKA_1146761,PBANKA_1146761,PIR protein ,,PbANKA_11_v3:1757028-1759226(+) , 0.09 ,11,-11.03,9.647169854,-3.431085923,0.745610344,-4.601714488,0.0000,0.0008,11,-10.79, 1.0 , 1.7 , 2.8 , 1.1 , 0.8 , 2.2 , 21.5 , 25.7 , 37.7 , 2.6 , 3.0 , 15.7 ,,,,,,,,,
PBANKA_1146721,PBANKA_1146721,PIR protein ,,PbANKA_11_v3:1749542-1750676(+) , 0.35 ,3,-2.86,502.8608928,-1.520030235,0.331653726,-4.583184553,0.0000,0.0009,3,-2.87, 213.9 , 278.1 , 146.7 , 384.6 , 192.0 , 346.3 , 404.0 , 538.3 , 473.1 ," 1,190.4 ", 834.1 ," 1,032.8 ",,,,,,,,,
PBANKA_1040521,PBANKA_1040521,fam-b protein ,,PbANKA_10_v3:1619492-1620409(+) , 0.35 ,3,-2.85,25.90804626,-1.527443379,0.336394757,-4.540627788,0.0000,0.0010,3,-2.88, 12.7 , 11.5 , 15.0 , 14.7 , 8.9 , 18.0 , 26.8 , 54.1 , 37.0 , 43.6 , 22.6 , 45.9 ,,,,,,,,,
PBANKA_0944061,PBANKA_0944061,PIR protein ,,PbANKA_09_v3:1621446-1622514(+) , 0.15 ,7,-6.57,3.286671054,-5.462096626,1.213001189,-4.502960653,0.0000,0.0012,44,-44.08, -   , -   , -   , -   , -   , -   , 10.7 , 1.4 , 3.6 , 7.9 , 13.6 , 2.2 ,,,,,,,,,
PBANKA_0317061,PBANKA_0317061,fam-a protein ,,PbANKA_03_v3:635300-636780(-) , 0.42 ,2,-2.36,7828.564876,-1.237549259,0.28714522,-4.309837582,0.0000,0.0028,2,-2.36," 6,631.0 "," 3,055.9 "," 3,082.9 "," 5,721.4 "," 4,066.9 "," 5,418.6 "," 15,394.7 "," 12,944.1 "," 5,497.0 "," 10,250.0 "," 12,397.0 "," 9,483.2 ",,,,,,,,,
PBANKA_0112661,PBANKA_0112661,fam-a protein ,,PbANKA_01_v3:502777-504218(-) , 22.36 ,22,22.36,255.4361245,4.481675007,1.055034917,4.247892589,0.0000,0.0036,22,22.34," 1,780.8 "," 1,038.8 ", 41.7 , 12.6 , 21.9 , 38.2 , 14.3 , 23.0 , 21.3 , 19.8 , 22.6 , 30.2 ,,,,,,,,,
PBANKA_0500950,PBANKA_0500950,"PIR protein, pseudogene ",,PbANKA_05_v3:23362-24464(-) , 0.19 ,5,-5.21,37.24542351,-2.422531083,0.588760873,-4.114626489,0.0000,0.0063,5,-5.36, 8.8 , 3.5 , 3.7 , 43.1 , 1.6 , 11.2 , 57.2 , 37.9 , 72.9 , 59.5 , 60.2 , 87.4 ,,,,,,,,,
PBANKA_0100021,PBANKA_0100021,fam-b protein ,,PbANKA_01_v3:1098-2047(-) , 0.10 ,10,-10.42,6.882690236,-3.340579447,0.826633022,-4.041188001,0.0001,0.0081,10,-10.13, -   , 1.2 , 1.9 , 4.2 , -   , -   , 34.0 , 5.4 , 9.7 , 7.9 , 6.0 , 12.3 ,,,,,,,,,
PBANKA_1200300,PBANKA_1200300,PIR protein ,,PbANKA_12_v3:36678-37972(-) , 2.15 ,2,2.15,33.99263832,1.088164507,0.26892507,4.046348321,0.0001,0.0081,2,2.13, 36.1 , 47.8 , 45.0 , 49.4 , 49.4 , 50.6 , 19.7 , 18.9 , 22.5 , 19.8 , 19.6 , 29.1 ,,,,,,,,,
PBANKA_0317141,PBANKA_0317141,fam-a protein ,,PbANKA_03_v3:648450-649944(-) , 0.61 ,2,-1.64,7577.682425,-0.711803559,0.1767156,-4.027961085,0.0001,0.0084,2,-1.64," 6,663.2 "," 4,637.7 "," 5,122.2 "," 5,491.3 "," 5,392.5 "," 7,166.8 "," 9,749.5 "," 11,092.4 "," 7,776.4 "," 8,816.5 "," 8,226.5 "," 10,797.1 ",,,,,,,,,
PBANKA_0600091,PBANKA_0600091,fam-c protein ,,PbANKA_06_v3:50516-50918(-) , 0.38 ,3,-2.66,465.6582988,-1.411058659,0.358550566,-3.935452332,0.0001,0.0120,3,-2.66, 478.7 , 147.4 , 128.9 , 370.9 , 155.6 , 247.3 , 505.9 , 821.0 , 356.5 , 837.7 , 713.6 , 824.4 ,,,,,,,,,
PBANKA_0722200,PBANKA_0722200,"PIR protein, pseudogene ",,PbANKA_07_v3:820538-821677(+) , 0.18 ,6,-5.54,11.8391759,-2.497987451,0.642320448,-3.889005024,0.0001,0.0137,6,-5.65, 7.8 , 3.5 , -   , 3.2 , 7.3 , -   , 28.6 , 20.3 , 21.9 , 21.1 , 10.5 , 17.9 ,,,,,,,,,
PBANKA_0837001,PBANKA_0837001,PIR protein ,,PbANKA_08_v3:1378998-1380159(+) , 0.24 ,4,-4.17,2.084803888,-4.851015862,1.245353669,-3.89529174,0.0001,0.0137,29,-28.86, -   , -   , -   , -   , -   , -   , 3.6 , 4.1 , 6.7 , 1.3 , 6.0 , 3.4 ,,,,,,,,,
PBANKA_1040561,PBANKA_1040561,PIR protein ,,PbANKA_10_v3:1627231-1629285(+) , 0.32 ,3,-3.12,20.07735219,-1.610198121,0.415198095,-3.878144292,0.0001,0.0140,3,-3.05, 10.7 , 12.1 , 11.7 , 2.1 , 10.5 , 11.2 , 35.8 , 35.2 , 26.1 , 44.9 , 27.1 , 13.4 ,,,,,,,,,
PBANKA_0317161,PBANKA_0317161,erythrocyte membrane antigen 1 ,,PbANKA_03_v3:652753-653548(+) , 0.44 ,2,-2.25,12947.58891,-1.170929448,0.305626369,-3.831244833,0.0001,0.0163,2,-2.25," 12,870.2 "," 4,984.4 "," 5,445.0 "," 10,264.9 "," 5,705.3 "," 8,514.7 "," 16,463.7 "," 23,496.9 "," 8,641.8 "," 18,876.3 "," 22,541.7 "," 17,566.2 ",,,,,,,,,
PBANKA_1136700,PBANKA_1136700,guanylyl cyclase beta ,,PbANKA_11_v3:1376352-1387510(+) , 1.90 ,2,1.90,87.74716354,0.917845562,0.239779372,3.827875412,0.0001,0.0163,2,1.89, 89.9 , 140.5 , 99.8 , 99.8 , 145.0 , 114.7 , 39.3 , 58.2 , 70.5 , 67.4 , 75.3 , 52.6 ,,,,,,,,,
PBANKA_0300500,PBANKA_0300500,"PIR protein, pseudogene ",,PbANKA_03_v3:15290-16761(-) , 0.38 ,3,-2.60,113.4125954,-1.385119678,0.372285786,-3.720581686,0.0002,0.0245,3,-2.61, 28.3 , 69.1 , 49.7 , 48.3 , 72.1 , 110.2 , 221.7 , 170.4 , 251.4 , 138.7 , 58.7 , 142.3 ,,,,,,,,,
